,0
2142,singlet
2143,singlet
2144,singlet
2145,singlet
2146,singlet
2147,singlet
2148,singlet
2149,singlet
2150,singlet
2151,singlet
2152,singlet
2153,singlet
2154,singlet
2155,singlet
2156,singlet
2157,singlet
2158,singlet
2159,singlet
2160,singlet
2161,singlet
2162,singlet
2163,singlet
2164,singlet
2165,singlet
2166,singlet
2167,singlet
2168,singlet
2169,singlet
2170,singlet
2171,singlet
2172,singlet
2173,singlet
2174,singlet
2175,singlet
2176,singlet
2177,singlet
2178,singlet
2179,singlet
2180,singlet
2181,singlet
2182,singlet
2183,singlet
2184,singlet
2185,singlet
2186,singlet
2187,singlet
2188,singlet
2189,singlet
2190,singlet
2191,singlet
2192,singlet
2193,singlet
2194,singlet
2195,singlet
2196,singlet
2197,singlet
2198,singlet
2199,singlet
2200,singlet
2201,singlet
2202,singlet
2203,singlet
2204,singlet
2205,singlet
2206,singlet
2207,singlet
2208,singlet
2209,singlet
2210,singlet
2211,singlet
2212,singlet
2213,singlet
2214,singlet
2215,singlet
2216,singlet
2217,singlet
2218,singlet
2219,singlet
2220,singlet
2221,singlet
2222,singlet
2223,singlet
2224,singlet
2225,singlet
2226,singlet
2227,singlet
2228,singlet
2229,singlet
2230,singlet
2231,singlet
2232,singlet
2233,singlet
2234,singlet
2235,singlet
2236,singlet
2237,singlet
2238,singlet
2239,singlet
2240,singlet
2241,singlet
2242,singlet
2243,singlet
2244,singlet
2245,singlet
2246,singlet
2247,singlet
2248,singlet
2249,singlet
2250,singlet
2251,singlet
2252,singlet
2253,singlet
2254,singlet
2255,singlet
2256,singlet
2257,singlet
2258,singlet
2259,singlet
2260,singlet
2261,singlet
2262,singlet
2263,singlet
2264,singlet
2265,singlet
2266,singlet
2267,singlet
2268,singlet
2269,singlet
2270,singlet
2271,singlet
2272,singlet
2273,singlet
2274,singlet
2275,singlet
2276,singlet
2277,singlet
2278,singlet
2279,singlet
2280,singlet
2281,singlet
2282,singlet
2283,singlet
2284,singlet
2285,singlet
2286,singlet
2287,singlet
2288,singlet
2289,singlet
2290,singlet
2291,singlet
2292,singlet
2293,singlet
2294,singlet
2295,singlet
2296,singlet
2297,singlet
2298,singlet
2299,singlet
2300,singlet
2301,singlet
2302,singlet
2303,singlet
2304,singlet
2305,singlet
2306,singlet
2307,singlet
2308,singlet
2309,singlet
2310,singlet
2311,singlet
2312,singlet
2313,singlet
2314,singlet
2315,singlet
2316,singlet
2317,singlet
2318,singlet
2319,singlet
2320,singlet
2321,singlet
2322,singlet
2323,singlet
2324,singlet
2325,singlet
2326,singlet
2327,singlet
2328,singlet
2329,singlet
2330,singlet
2331,singlet
2332,singlet
2333,singlet
2334,singlet
2335,singlet
2336,singlet
2337,singlet
2338,singlet
2339,singlet
2340,singlet
2341,singlet
2342,singlet
2343,singlet
2344,singlet
2345,singlet
2346,singlet
2347,singlet
2348,singlet
2349,singlet
2350,singlet
2351,singlet
2352,singlet
2353,singlet
2354,singlet
2355,singlet
2356,singlet
2357,singlet
2358,singlet
2359,singlet
2360,singlet
2361,singlet
2362,singlet
2363,singlet
2364,singlet
2365,singlet
2366,singlet
2367,singlet
2368,singlet
2369,singlet
2370,singlet
2371,singlet
2372,singlet
2373,singlet
2374,singlet
2375,singlet
2376,singlet
2377,singlet
2378,singlet
2379,singlet
2380,singlet
2381,singlet
2382,singlet
2383,singlet
2384,singlet
2385,singlet
2386,singlet
2387,singlet
2388,singlet
2389,singlet
2390,singlet
2391,singlet
2392,singlet
2393,singlet
2394,singlet
2395,singlet
2396,singlet
2397,singlet
2398,singlet
2399,singlet
2400,singlet
2401,singlet
2402,singlet
2403,singlet
2404,singlet
2405,singlet
2406,singlet
2407,singlet
2408,singlet
2409,singlet
2410,singlet
2411,singlet
2412,singlet
2413,singlet
2414,singlet
2415,singlet
2416,singlet
2417,singlet
2418,singlet
2419,singlet
2420,singlet
2421,singlet
2422,singlet
2423,singlet
2424,singlet
2425,singlet
2426,singlet
2427,singlet
2428,singlet
2429,singlet
2430,singlet
2431,singlet
2432,singlet
2433,singlet
2434,singlet
2435,singlet
2436,singlet
2437,singlet
2438,singlet
2439,singlet
2440,singlet
2441,singlet
2442,singlet
2443,singlet
2444,singlet
2445,singlet
2446,singlet
2447,singlet
2448,singlet
2449,singlet
2450,singlet
2451,singlet
2452,singlet
2453,singlet
2454,singlet
2455,singlet
2456,singlet
2457,singlet
2458,singlet
2459,singlet
2460,singlet
2461,singlet
2462,singlet
2463,singlet
2464,singlet
2465,singlet
2466,singlet
2467,singlet
2468,singlet
2469,singlet
2470,singlet
2471,singlet
2472,singlet
2473,singlet
2474,singlet
2475,singlet
2476,singlet
2477,singlet
2478,singlet
2479,singlet
2480,singlet
2481,singlet
2482,singlet
2483,singlet
2484,singlet
2485,singlet
2486,singlet
2487,singlet
2488,singlet
2489,singlet
2490,singlet
2491,singlet
2492,singlet
2493,singlet
2494,singlet
2495,singlet
2496,singlet
2497,singlet
2498,singlet
2499,singlet
2500,singlet
2501,singlet
2502,singlet
2503,singlet
2504,singlet
2505,singlet
2506,singlet
2507,singlet
2508,singlet
2509,singlet
2510,singlet
2511,singlet
2512,singlet
2513,singlet
2514,singlet
2515,singlet
2516,singlet
2517,singlet
2518,singlet
2519,singlet
2520,singlet
2521,singlet
2522,singlet
2523,singlet
2524,singlet
2525,singlet
2526,singlet
2527,singlet
2528,singlet
2529,singlet
2530,singlet
2531,singlet
2532,singlet
2533,singlet
2534,singlet
2535,singlet
2536,singlet
2537,singlet
2538,singlet
2539,singlet
2540,singlet
2541,singlet
2542,singlet
2543,singlet
2544,singlet
2545,singlet
2546,singlet
2547,singlet
2548,singlet
2549,singlet
2550,singlet
2551,singlet
2552,singlet
2553,singlet
2554,singlet
2555,singlet
2556,singlet
2557,singlet
2558,singlet
2559,singlet
2560,singlet
2561,singlet
2562,singlet
2563,singlet
2564,singlet
2565,singlet
2566,singlet
2567,singlet
2568,singlet
2569,singlet
2570,singlet
2571,singlet
2572,singlet
2573,singlet
2574,singlet
2575,singlet
2576,singlet
2577,singlet
2578,singlet
2579,singlet
2580,singlet
2581,singlet
2582,singlet
2583,singlet
2584,singlet
2585,singlet
2586,singlet
2587,singlet
2588,singlet
2589,singlet
2590,singlet
2591,singlet
2592,singlet
2593,singlet
2594,singlet
2595,singlet
2596,singlet
2597,singlet
2598,singlet
2599,singlet
2600,singlet
2601,singlet
2602,singlet
2603,singlet
2604,singlet
2605,singlet
2606,singlet
2607,singlet
2608,singlet
2609,singlet
2610,singlet
2611,singlet
2612,singlet
2613,singlet
2614,singlet
2615,singlet
2616,singlet
2617,singlet
2618,singlet
2619,singlet
2620,singlet
2621,singlet
2622,singlet
2623,singlet
2624,singlet
2625,singlet
2626,singlet
2627,singlet
2628,singlet
2629,singlet
2630,singlet
2631,singlet
2632,singlet
2633,singlet
2634,singlet
2635,singlet
2636,singlet
2637,singlet
0,doublet
1,doublet
2,doublet
3,doublet
4,doublet
5,doublet
6,doublet
7,doublet
8,doublet
9,doublet
10,doublet
11,doublet
12,doublet
13,doublet
14,doublet
15,doublet
16,doublet
17,doublet
18,doublet
19,doublet
20,doublet
21,doublet
22,doublet
23,doublet
24,doublet
25,doublet
26,doublet
27,doublet
28,doublet
29,doublet
30,doublet
31,doublet
32,doublet
33,doublet
34,doublet
35,doublet
36,doublet
37,doublet
38,doublet
39,doublet
40,doublet
41,doublet
42,doublet
43,doublet
44,doublet
45,doublet
46,doublet
47,doublet
48,doublet
49,doublet
50,doublet
51,doublet
52,doublet
53,doublet
54,doublet
55,doublet
56,doublet
57,doublet
58,doublet
59,doublet
60,doublet
61,doublet
62,doublet
63,doublet
64,doublet
65,doublet
66,doublet
67,doublet
68,doublet
69,doublet
70,doublet
71,doublet
72,doublet
73,doublet
74,doublet
75,doublet
76,doublet
77,doublet
78,doublet
79,doublet
80,doublet
81,doublet
82,doublet
83,doublet
84,doublet
85,doublet
86,doublet
87,doublet
88,doublet
89,doublet
90,doublet
91,doublet
92,doublet
93,doublet
94,doublet
95,doublet
96,doublet
97,doublet
98,doublet
99,doublet
100,doublet
101,doublet
102,doublet
103,doublet
104,doublet
105,doublet
106,doublet
107,doublet
108,doublet
109,doublet
110,doublet
111,doublet
112,doublet
113,doublet
114,doublet
115,doublet
116,doublet
117,doublet
118,doublet
119,doublet
120,doublet
121,doublet
122,doublet
123,doublet
124,doublet
125,doublet
126,doublet
127,doublet
128,doublet
129,doublet
130,doublet
131,doublet
132,doublet
133,doublet
134,doublet
135,doublet
136,doublet
137,doublet
138,doublet
139,doublet
140,doublet
141,doublet
142,doublet
143,doublet
144,doublet
145,doublet
146,doublet
147,doublet
148,doublet
149,doublet
150,doublet
151,doublet
152,doublet
153,doublet
154,doublet
155,doublet
156,doublet
157,doublet
158,doublet
159,doublet
160,doublet
161,doublet
162,doublet
163,doublet
164,doublet
165,doublet
166,doublet
167,doublet
168,doublet
169,doublet
170,doublet
171,doublet
172,doublet
173,doublet
174,doublet
175,doublet
176,doublet
177,doublet
178,doublet
179,doublet
180,doublet
181,doublet
182,doublet
183,doublet
184,doublet
185,doublet
186,doublet
187,doublet
188,doublet
189,doublet
190,doublet
191,doublet
192,doublet
193,doublet
194,doublet
195,doublet
196,doublet
197,doublet
198,doublet
199,doublet
200,doublet
201,doublet
202,doublet
203,doublet
204,doublet
205,doublet
206,doublet
207,doublet
208,doublet
209,doublet
210,doublet
211,doublet
212,doublet
213,doublet
214,doublet
215,doublet
216,doublet
217,doublet
218,doublet
219,doublet
220,doublet
221,doublet
222,doublet
223,doublet
224,doublet
225,doublet
226,doublet
227,doublet
228,doublet
229,doublet
230,doublet
231,doublet
232,doublet
233,doublet
234,doublet
235,doublet
236,doublet
237,doublet
238,doublet
239,doublet
240,doublet
241,doublet
242,doublet
243,doublet
244,doublet
245,doublet
246,doublet
247,doublet
248,doublet
249,doublet
250,doublet
251,doublet
252,doublet
253,doublet
254,doublet
255,doublet
256,doublet
257,doublet
258,doublet
259,doublet
260,doublet
261,doublet
262,doublet
263,doublet
264,doublet
265,doublet
266,doublet
267,doublet
268,doublet
269,doublet
270,doublet
271,doublet
272,doublet
273,doublet
274,doublet
275,doublet
276,doublet
277,doublet
278,doublet
279,doublet
280,doublet
281,doublet
282,doublet
283,doublet
284,doublet
285,doublet
286,doublet
287,doublet
288,doublet
289,doublet
290,doublet
291,doublet
292,doublet
